"","county","state","poverty","income"
"1439","Lafayette County","MS",17.6,55786
"1440","Lamar County","MS",12.6,62527
"1441","Lauderdale County","MS",22.5,44821
"1442","Lawrence County","MS",19.1,36272
"1443","Leake County","MS",21,43614
"1444","Lee County","MS",13.3,57936
"1445","Leflore County","MS",25.3,34818
"1446","Lincoln County","MS",18.7,44695
"1447","Lowndes County","MS",16.5,47860
"1448","Madison County","MS",12.6,67151
"1449","Marion County","MS",19.2,38727
"1450","Marshall County","MS",22.7,46117
"1451","Monroe County","MS",17.5,49114
"1452","Montgomery County","MS",21.2,40300
"1453","Neshoba County","MS",18.9,49215
"1454","Newton County","MS",16.3,49925
"1455","Noxubee County","MS",26.2,35880
"1456","Oktibbeha County","MS",23.5,44234
"1457","Panola County","MS",21,41060
"1458","Pearl River County","MS",15.8,50611
"1459","Perry County","MS",18.1,47073
"1460","Pike County","MS",26.5,37054
"1461","Pontotoc County","MS",12.8,53272
"1462","Prentiss County","MS",16.5,44543
"1463","Quitman County","MS",29.9,31077
"1464","Rankin County","MS",10,68583
"1465","Scott County","MS",18.3,42069
"1466","Sharkey County","MS",30.3,46163
"1467","Simpson County","MS",21.2,41988
"1468","Smith County","MS",16.1,48968
"1469","Stone County","MS",17.4,51493
"1470","Sunflower County","MS",34.8,35149
"1471","Tallahatchie County","MS",32,35150
"1472","Tate County","MS",14,61751
"1473","Tippah County","MS",16.5,45568
"1474","Tishomingo County","MS",14.6,48897
"1475","Tunica County","MS",26.7,36850
"1476","Union County","MS",13.5,50116
"1477","Walthall County","MS",23.5,30992
"1478","Warren County","MS",19.2,48283
"1479","Washington County","MS",27.7,35344
"1480","Wayne County","MS",22.1,36193
"1481","Webster County","MS",15.7,51351
"1482","Wilkinson County","MS",28.4,35394
"1483","Winston County","MS",21.8,44029
"1484","Yalobusha County","MS",21.2,42532
"1485","Yazoo County","MS",31,37367
"1486","Adair County","MO",17.9,49175
"1487","Andrew County","MO",9.1,69387
"1488","Atchison County","MO",12,53603
"1489","Audrain County","MO",17.8,48258
"1490","Barry County","MO",16,47853
"1491","Barton County","MO",16.6,46353
"1492","Bates County","MO",14.8,52140
"1493","Benton County","MO",16.8,44141
"1494","Bollinger County","MO",16.3,48198
"1495","Boone County","MO",12.8,62673
"1496","Buchanan County","MO",13.1,53133
"1497","Butler County","MO",21.2,42099
"1498","Caldwell County","MO",12.4,47870
"1499","Callaway County","MO",11.4,61268
"1500","Camden County","MO",14,64357
"1501","Cape Girardeau County","MO",11.9,57763
"1502","Carroll County","MO",13.4,51891
"1503","Carter County","MO",20.3,38854
"1504","Cass County","MO",6.8,82068
"1505","Cedar County","MO",18.5,40130
"1506","Chariton County","MO",12,60521
"1507","Christian County","MO",8.8,67585
"1508","Clark County","MO",12.3,47750
"1509","Clay County","MO",7.7,74950
"1510","Clinton County","MO",9.5,66492
"1511","Cole County","MO",9.3,63486
"1512","Cooper County","MO",13.6,51221
"1513","Crawford County","MO",16.3,43785
"1514","Dade County","MO",14.1,46535
"1515","Dallas County","MO",24.1,43482
"1516","Daviess County","MO",14.1,49830
"1517","DeKalb County","MO",12.8,52868
"1518","Dent County","MO",15.1,44057
"1519","Douglas County","MO",17.8,46079
"1520","Dunklin County","MO",20.2,42512
"1521","Franklin County","MO",9.1,62781
"1522","Gasconade County","MO",11.2,54487
"1523","Gentry County","MO",13,48338
"1524","Greene County","MO",14.3,46934
"1525","Grundy County","MO",15.1,45363
"1526","Harrison County","MO",17.8,43642
"1527","Henry County","MO",13.6,53544
"1528","Hickory County","MO",19.6,36049
"1529","Holt County","MO",12.2,49531
"1530","Howard County","MO",12.7,53190
"1531","Howell County","MO",18.4,45808
"1532","Iron County","MO",19.5,41744
"1533","Jackson County","MO",12.4,56398
"1534","Jasper County","MO",15.2,51329
"1535","Jefferson County","MO",8.9,67191
"1536","Johnson County","MO",10.8,58373
"1537","Knox County","MO",14.2,41838
"1538","Laclede County","MO",16.3,46191
"1539","Lafayette County","MO",10.4,62043
"1540","Lawrence County","MO",15.2,48101
"1541","Lewis County","MO",14.4,42710
"1542","Lincoln County","MO",9.4,70054
"1543","Linn County","MO",14.7,47506
"1544","Livingston County","MO",12.8,51402
"1545","McDonald County","MO",17.6,45446
"1546","Macon County","MO",13,49013
"1547","Madison County","MO",16.3,45002
"1548","Maries County","MO",12.9,47698
"1549","Marion County","MO",14.3,54230
"1550","Mercer County","MO",13.6,45934
"1551","Miller County","MO",13.9,51348
"1552","Mississippi County","MO",19.1,39621
"1553","Moniteau County","MO",11.6,51138
"1554","Monroe County","MO",13,48661
"1555","Montgomery County","MO",13,56447
"1556","Morgan County","MO",15,51582
"1557","New Madrid County","MO",18.9,41553
"1558","Newton County","MO",13.9,52798
"1559","Nodaway County","MO",15.2,55821
"1560","Oregon County","MO",22,37835
"1561","Osage County","MO",8.5,62679
"1562","Ozark County","MO",20.3,38606
"1563","Pemiscot County","MO",35.3,34498
"1564","Perry County","MO",11.7,55605
"1565","Pettis County","MO",15.5,52261
"1566","Phelps County","MO",17.5,50420
"1567","Pike County","MO",14.9,51255
"1568","Platte County","MO",5.4,86924
"1569","Polk County","MO",15.6,50691
"1570","Pulaski County","MO",12.5,59126
"1571","Putnam County","MO",15.2,46546
"1572","Ralls County","MO",11.4,57061
"1573","Randolph County","MO",12.1,51924
"1574","Ray County","MO",10,64014
"1575","Reynolds County","MO",19.4,39089
"1576","Ripley County","MO",21.3,37771
"1577","St. Charles County","MO",5,90567
"1578","St. Clair County","MO",18.7,41486
"1579","Ste. Genevieve County","MO",9,58618
"1580","St. Francois County","MO",16.2,48476
"1581","St. Louis County","MO",9.1,68964
"1582","Saline County","MO",13.1,52850
"1583","Schuyler County","MO",15.2,46191
"1584","Scotland County","MO",14.3,47740
"1585","Scott County","MO",14.6,52864
"1586","Shannon County","MO",21.8,37599
"1587","Shelby County","MO",14.6,48430
"1588","Stoddard County","MO",16.8,47372
"1589","Stone County","MO",14.2,51797
"1590","Sullivan County","MO",15.6,43387
"1591","Taney County","MO",15.6,44670
"1592","Texas County","MO",20.3,38985
"1593","Vernon County","MO",15,45874
"1594","Warren County","MO",9,69678
"1595","Washington County","MO",19.4,42683
"1596","Wayne County","MO",23.2,43848
"1597","Webster County","MO",15,55431
"1598","Worth County","MO",13.8,44361
"1599","Wright County","MO",18.3,39521
"1600","St. Louis city","MO",20.8,45773
"1601","Beaverhead County","MT",13.3,52613
"1602","Big Horn County","MT",28.9,42823
"1603","Blaine County","MT",20.9,45936
"1604","Broadwater County","MT",9.1,61641
"1605","Carbon County","MT",11.2,62465
"1606","Carter County","MT",14.7,48286
"1607","Cascade County","MT",13.5,53357
"1608","Chouteau County","MT",15.1,50607
"1609","Custer County","MT",11.5,59804
"1610","Daniels County","MT",11.2,50312
"1611","Dawson County","MT",10.8,55845
"1612","Deer Lodge County","MT",17.9,47362
"1613","Fallon County","MT",9.4,62597
"1614","Fergus County","MT",13.6,49576
"1615","Flathead County","MT",10.5,58959
"1616","Gallatin County","MT",8.8,70029
"1617","Garfield County","MT",15,45892
"1618","Glacier County","MT",24.3,40817
"1619","Golden Valley County","MT",18.6,42741
"1620","Granite County","MT",12.7,53407
"1621","Hill County","MT",18.9,49734
"1622","Jefferson County","MT",6.7,80071
"1623","Judith Basin County","MT",15.7,50610
"1624","Lake County","MT",18.3,52493
"1625","Lewis and Clark County","MT",10.2,60664
"1626","Liberty County","MT",19,53415
"1627","Lincoln County","MT",17.9,42501
"1628","McCone County","MT",14.5,46755
"1629","Madison County","MT",9.9,58201
"1630","Meagher County","MT",16.6,43666
"1631","Mineral County","MT",14.9,57169
"1632","Missoula County","MT",11.8,63409
"1633","Musselshell County","MT",15.4,50533
"1634","Park County","MT",10.9,56657
"1635","Petroleum County","MT",15,38661
"1636","Phillips County","MT",14.9,46821
"1637","Pondera County","MT",18.5,49447
"1638","Powder River County","MT",12.6,60462
"1639","Powell County","MT",16.5,52904
"1640","Prairie County","MT",12.8,48577
"1641","Ravalli County","MT",11.3,58781
"1642","Richland County","MT",8,69169
"1643","Roosevelt County","MT",23.8,43256
"1644","Rosebud County","MT",17.5,54991
"1645","Sanders County","MT",16.3,45805
"1646","Sheridan County","MT",11.8,50658
"1647","Silver Bow County","MT",13.2,54324
"1648","Stillwater County","MT",7.8,73044
"1649","Sweet Grass County","MT",9.3,58746
"1650","Teton County","MT",12.4,55399
"1651","Toole County","MT",15.8,49568
"1652","Treasure County","MT",12.5,56919
"1653","Valley County","MT",13.4,46766
"1654","Wheatland County","MT",20.9,39462
"1655","Wibaux County","MT",11.7,51368
"1656","Yellowstone County","MT",10.6,58374
"1657","Adams County","NE",10.2,54445
"1658","Antelope County","NE",10.4,54136
"1659","Arthur County","NE",12.3,52500
"1660","Banner County","NE",10.1,59511
"1661","Blaine County","NE",13.3,52780
"1662","Boone County","NE",8.7,56719
"1663","Box Butte County","NE",9.5,62621
"1664","Boyd County","NE",12.9,51082
"1665","Brown County","NE",10.8,52962
"1666","Buffalo County","NE",9.5,68925
"1667","Burt County","NE",11.5,51488
"1668","Butler County","NE",7.5,63640
"1669","Cass County","NE",5.9,70106
"1670","Cedar County","NE",8.5,61673
"1671","Chase County","NE",8.2,61282
"1672","Cherry County","NE",11.4,53483
"1673","Cheyenne County","NE",10,55172
"1674","Clay County","NE",9.1,63427
"1675","Colfax County","NE",8.2,63424
"1676","Cuming County","NE",7.9,54725
"1677","Custer County","NE",9.8,57873
"1678","Dakota County","NE",9.9,61220
"1679","Dawes County","NE",14.7,52637
"1680","Dawson County","NE",8.6,61043
"1681","Deuel County","NE",10.3,51261
"1682","Dixon County","NE",7.9,60437
"1683","Dodge County","NE",9.7,62491
"1684","Douglas County","NE",9.8,65788
"1685","Dundy County","NE",12.2,50299
"1686","Fillmore County","NE",8.5,59309
"1687","Franklin County","NE",10.4,49104
"1688","Frontier County","NE",13,59061
"1689","Furnas County","NE",10,50762
"1690","Gage County","NE",8.5,61283
"1691","Garden County","NE",13.9,41221
"1692","Garfield County","NE",11.6,49951
"1693","Gosper County","NE",7.9,62698
"1694","Grant County","NE",9.2,62487
"1695","Greeley County","NE",12.2,50068
"1696","Hall County","NE",11.8,54110
"1697","Hamilton County","NE",6.7,73759
"1698","Harlan County","NE",9.9,55010
"1699","Hayes County","NE",14.7,54280
"1700","Hitchcock County","NE",12,48475
"1701","Holt County","NE",10.9,56777
"1702","Hooker County","NE",7.9,53234
"1703","Howard County","NE",8.8,54291
"1704","Jefferson County","NE",9.9,55414
"1705","Johnson County","NE",12.3,55062
"1706","Kearney County","NE",7.6,62260
"1707","Keith County","NE",11.7,57307
"1708","Keya Paha County","NE",17.3,47053
"1709","Kimball County","NE",11,46782
"1710","Knox County","NE",13.6,51296
"1711","Lancaster County","NE",9.4,65819
"1712","Lincoln County","NE",9.4,62948
"1713","Logan County","NE",9.3,56283
"1714","Loup County","NE",15.1,56291
"1715","McPherson County","NE",13.1,54876
"1716","Madison County","NE",10.6,56970
"1717","Merrick County","NE",9.6,58437
"1718","Morrill County","NE",12.5,54879
"1719","Nance County","NE",11.4,52534
"1720","Nemaha County","NE",11.8,55574
"1721","Nuckolls County","NE",9.8,60636
"1722","Otoe County","NE",8.4,68443
"1723","Pawnee County","NE",12.7,49089
"1724","Perkins County","NE",10,58925
"1725","Phelps County","NE",11.3,61442
"1726","Pierce County","NE",8.2,56484
"1727","Platte County","NE",6.6,62776
"1728","Polk County","NE",7.3,59159
"1729","Red Willow County","NE",9.5,55657
"1730","Richardson County","NE",9.5,51874
"1731","Rock County","NE",13.3,48461
"1732","Saline County","NE",8,63655
"1733","Sarpy County","NE",4.9,83104
"1734","Saunders County","NE",5.7,72526
"1735","Scotts Bluff County","NE",12.4,53956
"1736","Seward County","NE",6.8,72456
"1737","Sheridan County","NE",13.8,52051
"1738","Sherman County","NE",11.4,49684
"1739","Sioux County","NE",15.3,51831
"1740","Stanton County","NE",6.9,64087
"1741","Thayer County","NE",9.8,55775
"1742","Thomas County","NE",12.3,55599
"1743","Thurston County","NE",18.2,49148
"1744","Valley County","NE",11.2,55542
"1745","Washington County","NE",5.3,78844
"1746","Wayne County","NE",9.5,64569
"1747","Webster County","NE",10.2,52115
"1748","Wheeler County","NE",12.4,52154
"1749","York County","NE",9.3,63249
"1750","Churchill County","NV",10.3,61650
"1751","Clark County","NV",13.2,62496
"1752","Douglas County","NV",8,84317
"1753","Elko County","NV",11.2,73914
"1754","Esmeralda County","NV",14.4,35395
"1755","Eureka County","NV",10.3,68806
"1756","Humboldt County","NV",9.8,72907
"1757","Lander County","NV",9.4,80894
"1758","Lincoln County","NV",13.2,60180
"1759","Lyon County","NV",10.1,63162
"1760","Mineral County","NV",15.4,50069
"1761","Nye County","NV",14.2,52783
"1762","Pershing County","NV",18.1,65000
"1763","Storey County","NV",7.8,73271
"1764","Washoe County","NV",10.2,75232
"1765","White Pine County","NV",12.3,57923
"1766","Carson City","NV",12.5,58382
"1767","Belknap County","NH",7.4,76105
"1768","Carroll County","NH",7.5,73073
"1769","Cheshire County","NH",8.8,66398
"1770","Coos County","NH",13.1,49465
"1771","Grafton County","NH",8.6,77022
"1772","Hillsborough County","NH",7.1,79222
"1773","Merrimack County","NH",6.7,81132
"1774","Rockingham County","NH",4.6,96775
"1775","Strafford County","NH",8.2,72817
"1776","Sullivan County","NH",8.9,65881
"1777","Atlantic County","NJ",13.8,61377
"1778","Bergen County","NJ",6.4,107114
"1779","Burlington County","NJ",6,92471
"1780","Camden County","NJ",12.4,71718
"1781","Cape May County","NJ",9.6,75829
"1782","Cumberland County","NJ",13.1,60352
"1783","Essex County","NJ",14.3,65528
"1784","Gloucester County","NJ",7,87220
"1785","Hudson County","NJ",13.1,77323
"1786","Hunterdon County","NJ",4.1,113611
"1787","Mercer County","NJ",9.5,87581
"1788","Middlesex County","NJ",7.4,95610
"1789","Monmouth County","NJ",5.9,104219
"1790","Morris County","NJ",4.7,114103
"1791","Ocean County","NJ",10.5,78181
"1792","Passaic County","NJ",16.9,64422
"1793","Salem County","NJ",12.2,65563
"1794","Somerset County","NJ",4.8,115573
"1795","Sussex County","NJ",5.4,92739
"1796","Union County","NJ",9.2,83189
"1797","Warren County","NJ",7.3,80412
"1798","Bernalillo County","NM",15.3,56632
"1799","Catron County","NM",22.8,27423
"1800","Chaves County","NM",19.2,51441
"1801","Cibola County","NM",25.1,42705
"1802","Colfax County","NM",17.2,43265
"1803","Curry County","NM",14.9,53864
"1804","DeBaca County","NM",17,42319
"1805","Dona Ana County","NM",20.5,46547
"1806","Eddy County","NM",12.8,66199
"1807","Grant County","NM",20,43557
"1808","Guadalupe County","NM",22.8,38903
"1809","Harding County","NM",15.1,39913
"1810","Hidalgo County","NM",19.8,41858
"1811","Lea County","NM",12.6,66780
"1812","Lincoln County","NM",16.9,49115
"1813","Los Alamos County","NM",3.3,111724
"1814","Luna County","NM",22.3,39233
"1815","McKinley County","NM",32,35659
"1816","Mora County","NM",19.8,40618
"1817","Otero County","NM",15.5,46735
"1818","Quay County","NM",22,38389
"1819","Rio Arriba County","NM",19.7,47400
"1820","Roosevelt County","NM",18.2,46351
"1821","Sandoval County","NM",10.4,71991
"1822","San Juan County","NM",21.5,44261
"1823","San Miguel County","NM",20.9,40804
"1824","Santa Fe County","NM",12.5,58898
"1825","Sierra County","NM",22.1,36823
"1826","Socorro County","NM",25.1,39478
"1827","Taos County","NM",18.9,43230
"1828","Torrance County","NM",21.4,47266
"1829","Union County","NM",19,42676
"1830","Valencia County","NM",15.5,51564
"1831","Albany County","NY",11.3,70629
"1832","Allegany County","NY",15.1,53371
"1833","Bronx County","NY",24.4,44906
"1834","Broome County","NY",18.4,52510
"1835","Cattaraugus County","NY",16.3,51824
"1836","Cayuga County","NY",11.7,59335
"1837","Chautauqua County","NY",14.8,50062
"1838","Chemung County","NY",14.5,54705
"1839","Chenango County","NY",11.5,52545
"1840","Clinton County","NY",11.1,59741
"1841","Columbia County","NY",10.2,66068
"1842","Cortland County","NY",11.7,60165
"1843","Delaware County","NY",12.8,54440
"1844","Dutchess County","NY",8.3,79276
"1845","Erie County","NY",13.2,59584
"1846","Essex County","NY",10.2,57129
"1847","Franklin County","NY",15.9,58709
"1848","Fulton County","NY",13.9,55405
"1849","Genesee County","NY",10.2,62641
"1850","Greene County","NY",11.2,60163
"1851","Hamilton County","NY",8.7,56253
"1852","Herkimer County","NY",12.1,59893
"1853","Jefferson County","NY",13.1,57570
"1854","Kings County","NY",17.8,70390
"1855","Lewis County","NY",11.4,57897
"1856","Livingston County","NY",10.3,60947
"1857","Madison County","NY",10.4,64379
"1858","Monroe County","NY",13.9,61358
"1859","Montgomery County","NY",11.9,52482
"1860","Nassau County","NY",5.7,122730
"1861","New York County","NY",16.3,87745
"1862","Niagara County","NY",11.7,54963
"1863","Oneida County","NY",12.4,58696
"1864","Onondaga County","NY",12.8,63963
"1865","Ontario County","NY",8.8,62777
"1866","Orange County","NY",10.6,78724
"1867","Orleans County","NY",13.2,57318
"1868","Oswego County","NY",14.2,58439
"1869","Otsego County","NY",12.8,58417
"1870","Putnam County","NY",5.7,104285
"1871","Queens County","NY",10.3,78847
"1872","Rensselaer County","NY",10.4,71457
"1873","Richmond County","NY",10.6,81003
"1874","Rockland County","NY",14.4,94874
"1875","St. Lawrence County","NY",14.7,51526
"1876","Saratoga County","NY",6.3,83427
"1877","Schenectady County","NY",10.9,66292
"1878","Schoharie County","NY",11,59744
"1879","Schuyler County","NY",11.8,54269
"1880","Seneca County","NY",12.1,56929
"1881","Steuben County","NY",12.1,54794
"1882","Suffolk County","NY",6.1,109084
"1883","Sullivan County","NY",12.7,63915
"1884","Tioga County","NY",9.3,62400
"1885","Tompkins County","NY",12.4,65308
"1886","Ulster County","NY",12.7,66060
"1887","Warren County","NY",8.9,67359
"1888","Washington County","NY",11.2,60973
"1889","Wayne County","NY",9.7,62329
"1890","Westchester County","NY",7.6,103340
"1891","Wyoming County","NY",9.6,59612
"1892","Yates County","NY",12.9,57057
"1893","Alamance County","NC",15.1,53220
"1894","Alexander County","NC",11.8,53523
"1895","Alleghany County","NC",18.1,39916
"1896","Anson County","NC",20.7,40818
"1897","Ashe County","NC",14.5,44543
"1898","Avery County","NC",15.8,50800
"1899","Beaufort County","NC",18.1,50253
"1900","Bertie County","NC",22.8,41889
"1901","Bladen County","NC",21.6,43664
"1902","Brunswick County","NC",11.2,64371
"1903","Buncombe County","NC",13.9,66156
"1904","Burke County","NC",18.4,48729
"1905","Cabarrus County","NC",8,79736
"1906","Caldwell County","NC",13,50235
"1907","Camden County","NC",7.4,72135
"1908","Carteret County","NC",9.3,63475
"1909","Caswell County","NC",15.4,48070
"1910","Catawba County","NC",11.6,52737
"1911","Chatham County","NC",9.6,74747
"1912","Cherokee County","NC",15.1,44449
"1913","Chowan County","NC",17.3,45365
"1914","Clay County","NC",16.4,44052
"1915","Cleveland County","NC",15,49041
"1916","Columbus County","NC",21.3,40712
"1917","Craven County","NC",13.2,53960
"1918","Cumberland County","NC",18.5,49160
"1919","Currituck County","NC",9.6,73433
"1920","Dare County","NC",8.8,72962
"1921","Davidson County","NC",12,56067
"1922","Davie County","NC",9.6,65418
"1923","Duplin County","NC",18.3,49755
"1924","Durham County","NC",11.7,65619
"1925","Edgecombe County","NC",24.1,45156
"1926","Forsyth County","NC",13,56158
"1927","Franklin County","NC",12,54868
"1928","Gaston County","NC",11.8,60622
"1929","Gates County","NC",13.2,57680
"1930","Graham County","NC",16.6,42057
"1931","Granville County","NC",15,53112
"1932","Greene County","NC",21.3,47605
"1933","Guilford County","NC",13.3,55577
"1934","Halifax County","NC",23.9,41098
"1935","Harnett County","NC",14.4,55586
"1936","Haywood County","NC",13.6,50492
"1937","Henderson County","NC",11,60550
"1938","Hertford County","NC",20.7,46632
"1939","Hoke County","NC",15,53728
"1940","Hyde County","NC",20,45548
"1941","Iredell County","NC",9.7,61892
"1942","Jackson County","NC",16.6,49488
"1943","Johnston County","NC",11.4,63882
"1944","Jones County","NC",18.3,44972
"1945","Lee County","NC",15.4,57025
"1946","Lenoir County","NC",17.2,40586
"1947","Lincoln County","NC",11.9,56183
"1948","McDowell County","NC",15.2,47579
"1949","Macon County","NC",12.9,51973
"1950","Madison County","NC",14,49373
"1951","Martin County","NC",20.1,42264
"1952","Mecklenburg County","NC",11,72340
"1953","Mitchell County","NC",14,49236
"1954","Montgomery County","NC",16,48522
"1955","Moore County","NC",9.3,69413
"1956","Nash County","NC",14.9,49883
