"","county","state","metro","vaccinated"
"2557","Manati Municipio","PR","Metro",83.3
"2558","Fall River County","SD","Non-metro",62.1
"2559","Madison County","TN","Metro",54.6
"2560","Sevier County","TN","Non-metro",50.3
"2561","Donley County","TX","Non-metro",34.3
"2562","Edwards County","TX","Non-metro",84.6
"2563","Rockwall County","TX","Metro",58.5
"2564","Unknown County","TX","",NA
"2565","Uintah County","UT","Non-metro",43.3
"2566","Spotsylvania County","VA","Metro",44.4
"2567","Grant County","WA","Non-metro",57.2
"2568","Dodge County","WI","Non-metro",52.3
"2569","Sauk County","WI","Non-metro",63.6
"2570","Miller County","GA","Non-metro",54.2
"2571","Bremer County","IA","Metro",59.8
"2572","Calhoun County","IL","Metro",52
"2573","Fulton County","IL","Non-metro",57.6
"2574","Mercer County","IL","Metro",60.5
"2575","Decatur County","IN","Non-metro",48.1
"2576","Stafford County","KS","Non-metro",46.4
"2577","Queen Anne's County","MD","Metro",67.2
"2578","Shiawassee County","MI","Non-metro",51.3
"2579","Chisago County","MN","Metro",57.4
"2580","Mississippi County","MO","Non-metro",43
"2581","Moniteau County","MO","Metro",35.9
"2582","Polk County","MO","Metro",38.9
"2583","St. Charles County","MO","Metro",61.2
"2584","Dawson County","MT","Non-metro",37.7
"2585","Roosevelt County","MT","Non-metro",73.1
"2586","Bowman County","ND","Non-metro",38.3
"2587","Boyd County","NE","Non-metro",35.1
"2588","Lyon County","NV","Non-metro",41.8
"2589","Bronx County","NY","Metro",74.7
"2590","Williams County","OH","Non-metro",44.8
"2591","Woodward County","OK","Non-metro",38
"2592","Bedford County","PA","Non-metro",38.9
"2593","Lawrence County","PA","Non-metro",54
"2594","Luzerne County","PA","Metro",64.1
"2595","Coamo Municipio","PR","Non-metro",72.5
"2596","Kent County","RI","Metro",78.3
"2597","Greenville County","SC","Metro",55.2
"2598","Lancaster County","SC","Metro",45.7
"2599","Angelina County","TX","Non-metro",47
"2600","Houston County","TX","Non-metro",42.3
"2601","Jeff Davis County","TX","Non-metro",53.5
"2602","Lipscomb County","TX","Non-metro",34.3
"2603","Llano County","TX","Non-metro",51.6
"2604","Roberts County","TX","Non-metro",34.4
"2605","Swisher County","TX","Non-metro",41.2
"2606","Ward County","TX","Non-metro",35.6
"2607","Juab County","UT","Metro",36.7
"2608","Charlottesville city","VA","Metro",50.5
"2609","Martinsville city","VA","Non-metro",39.3
"2610","Williamsburg city","VA","Metro",39.7
"2611","Kewaunee County","WI","Metro",52.2
"2612","Monroe County","WI","Non-metro",54.2
"2613","Ohio County","WV","Metro",66.3
"2614","Crittenden County","AR","Metro",44.9
"2615","Cross County","AR","Non-metro",50.9
"2616","Modoc County","CA","Non-metro",NA
"2617","Adams County","CO","Metro",68.1
"2618","Boulder County","CO","Metro",78.4
"2619","Routt County","CO","Non-metro",75.6
"2620","Bleckley County","GA","Non-metro",36.4
"2621","Charlton County","GA","Non-metro",25.2
"2622","Henry County","GA","Metro",44.2
"2623","Colbert County","AL","Metro",48
"2624","Etowah County","AL","Metro",41
"2625","Russell County","AL","Metro",41.1
"2626","Tuscaloosa County","AL","Metro",43.7
"2627","Yuma County","AZ","Metro",70.2
"2628","Mineral County","CO","Non-metro",82.6
"2629","Rio Grande County","CO","Non-metro",63.2
"2630","Duval County","FL","Metro",61
"2631","Decatur County","GA","Non-metro",49
"2632","Gordon County","GA","Non-metro",37.6
"2633","Grady County","GA","Non-metro",44
"2634","Hancock County","GA","Non-metro",48.2
"2635","Turner County","GA","Non-metro",49.7
"2636","Ringgold County","IA","Non-metro",52.4
"2637","Tama County","IA","Non-metro",62.6
"2638","Douglas County","IL","Non-metro",48.9
"2639","Hamilton County","IN","Metro",71.2
"2640","Newton County","IN","Metro",31.8
"2641","Meade County","KS","Non-metro",40.4
"2642","Garrard County","KY","Non-metro",48.2
"2643","Wayne County","KY","Non-metro",42
"2644","East Baton Rouge Parish","LA","Metro",55.9
"2645","Hampden County","MA","Metro",65.6
"2646","Baltimore city","MD","Metro",64
"2647","Montcalm County","MI","Metro",42.5
"2648","Harrison County","MO","Non-metro",34
"2649","St. Louis County","MO","Metro",63.9
"2650","Clarke County","MS","Non-metro",56.8
"2651","Holmes County","MS","Non-metro",60.1
"2652","Prentiss County","MS","Non-metro",42.6
"2653","Clay County","NC","Non-metro",54.3
"2654","Martin County","NC","Non-metro",52.4
"2655","Wilson County","NC","Non-metro",53.8
"2656","De Baca County","NM","Non-metro",50.6
"2657","Lea County","NM","Non-metro",44.3
"2658","Nye County","NV","Non-metro",46.5
"2659","Columbiana County","OH","Non-metro",49.2
"2660","Monroe County","OH","Non-metro",46.5
"2661","Bryan County","OK","Non-metro",42.8
"2662","Creek County","OK","Metro",43.6
"2663","McClain County","OK","Metro",48
"2664","Seminole County","OK","Non-metro",52.6
"2665","Benton County","OR","Metro",74.7
"2666","Mercer County","PA","Metro",53.3
"2667","Snyder County","PA","Non-metro",43.4
"2668","San Lorenzo Municipio","PR","Metro",80.7
"2669","Anderson County","SC","Metro",40.4
"2670","Bamberg County","SC","Non-metro",51
"2671","Oconee County","SC","Non-metro",44.9
"2672","Clay County","SD","Non-metro",67.9
"2673","Chester County","TN","Metro",35.9
"2674","Lauderdale County","TN","Non-metro",37.6
"2675","Hartley County","TX","Non-metro",48.6
"2676","Menard County","TX","Non-metro",54
"2677","Motley County","TX","Non-metro",30
"2678","Nueces County","TX","Metro",57.4
"2679","Zapata County","TX","Non-metro",59.9
"2680","Brunswick County","VA","Non-metro",52.2
"2681","Rockingham County","VA","Metro",43.1
"2682","Hancock County","WV","Metro",66.4
"2683","Teton County","WY","Non-metro",92.3
"2684","Columbia County","GA","Metro",50.6
"2685","Jenkins County","GA","Non-metro",37.8
"2686","Paulding County","GA","Metro",37.3
"2687","Troup County","GA","Non-metro",36.9
"2688","Kauai County","HI","Non-metro",NA
"2689","Monona County","IA","Non-metro",53.9
"2690","Osceola County","IA","Non-metro",45.1
"2691","Twin Falls County","ID","Non-metro",50.2
"2692","McHenry County","IL","Metro",67.1
"2693","Wabash County","IL","Non-metro",49.2
"2694","Ford County","KS","Non-metro",45
"2695","Graham County","KS","Non-metro",49.3
"2696","West Feliciana Parish","LA","Metro",89.4
"2697","Prince George's County","MD","Metro",74.6
"2698","Van Buren County","MI","Metro",57.3
"2699","Cook County","MN","Non-metro",80.3
"2700","Carroll County","MO","Non-metro",49.2
"2701","Lawrence County","MS","Non-metro",55.4
"2702","Scotland County","NC","Non-metro",47.5
"2703","Unknown County","NC","",NA
"2704","Morrill County","NE","Non-metro",35.7
"2705","Essex County","NJ","Metro",72.3
"2706","Warren County","NJ","Metro",68.2
"2707","Clinton County","NY","Non-metro",72.5
"2708","Stark County","OH","Metro",54.7
"2709","Unknown County","OH","",NA
"2710","Caddo County","OK","Non-metro",65.6
"2711","Allendale County","SC","Non-metro",58.3
"2712","Calhoun County","SC","Metro",40.9
"2713","Spartanburg County","SC","Metro",43.7
"2714","Union County","SC","Metro",41.7
"2715","Haakon County","SD","Non-metro",41.9
"2716","Lake County","SD","Non-metro",50.1
"2717","Cheatham County","TN","Metro",58.8
"2718","Hardin County","TN","Non-metro",40.7
"2719","Shelby County","TN","Metro",55.5
"2720","Jasper County","TX","Non-metro",36.2
"2721","Kent County","TX","Non-metro",39.2
"2722","Madison County","TX","Non-metro",41.7
"2723","Mason County","TX","Non-metro",47.8
"2724","Panola County","TX","Non-metro",38.2
"2725","Real County","TX","Non-metro",50.3
"2726","Val Verde County","TX","Non-metro",67.2
"2727","Winkler County","TX","Non-metro",38.6
"2728","Young County","TX","Non-metro",41.5
"2729","Lee County","VA","Non-metro",50.4
"2730","Richmond city","VA","Metro",42.5
"2731","Benton County","WA","Metro",56.6
"2732","Sheboygan County","WI","Metro",62.5
"2733","Pocahontas County","WV","Non-metro",52.7
"2734","Desha County","AR","Non-metro",59.9
"2735","Garland County","AR","Metro",45.4
"2736","Calaveras County","CA","Non-metro",54.2
"2737","Merced County","CA","Metro",50.2
"2738","Orange County","CA","Metro",71.6
"2739","Ventura County","CA","Metro",72
"2740","Baca County","CO","Non-metro",39.3
"2741","Ouray County","CO","Non-metro",65.3
"2742","Washington County","CO","Non-metro",30.9
"2743","El Dorado County","CA","Metro",62.5
"2744","Park County","CO","Metro",47.3
"2745","Heard County","GA","Metro",28.2
"2746","Unknown County","GU","",NA
"2747","Buena Vista County","IA","Non-metro",67.8
"2748","O'Brien County","IA","Non-metro",50.3
"2749","Gallatin County","IL","Non-metro",55
"2750","McLean County","IL","Metro",63.7
"2751","Owen County","IN","Metro",42.5
"2752","Greeley County","KS","Non-metro",51.3
"2753","Johnson County","KS","Metro",75.3
"2754","Wabaunsee County","KS","Metro",47.6
"2755","Bell County","KY","Non-metro",45.8
"2756","McCreary County","KY","Non-metro",39.1
"2757","Cameron Parish","LA","Metro",17.9
"2758","Evangeline Parish","LA","Non-metro",38.7
"2759","Franklin Parish","LA","Non-metro",36.9
"2760","Kent County","MD","Non-metro",65.4
"2761","Franklin County","ME","Non-metro",64.1
"2762","Schoolcraft County","MI","Non-metro",55.7
"2763","Audrain County","MO","Non-metro",37.9
"2764","Lewis County","MO","Non-metro",34
"2765","Mineral County","MT","Non-metro",54.4
"2766","Halifax County","NC","Non-metro",54.1
"2767","Dixon County","NE","Metro",43.8
"2768","Belknap County","NH","Non-metro",60.8
"2769","Mercer County","NJ","Metro",71
"2770","Delaware County","NY","Non-metro",57.3
"2771","Orleans County","NY","Metro",55
"2772","Queens County","NY","Metro",86.2
"2773","St. Lawrence County","NY","Non-metro",61
"2774","Suffolk County","NY","Metro",75.7
"2775","Scioto County","OH","Non-metro",49.5
"2776","Delaware County","OK","Non-metro",42.2
"2777","Kingfisher County","OK","Non-metro",47.7
"2778","Love County","OK","Non-metro",42.1
"2779","McCurtain County","OK","Non-metro",35.9
"2780","Lake County","OR","Non-metro",39.4
"2781","Polk County","OR","Metro",63.3
"2782","Sumter County","SC","Metro",56.8
"2783","Cooke County","TX","Non-metro",37.9
"2784","Newton County","TX","Metro",25.2
"2785","Ochiltree County","TX","Non-metro",38.6
"2786","Refugio County","TX","Non-metro",54.1
"2787","San Saba County","TX","Non-metro",39.3
"2788","Madison County","VA","Non-metro",55.3
"2789","Newport News city","VA","Metro",52
"2790","Johnson County","WY","Non-metro",43.4
"2791","Lincoln County","WY","Non-metro",43.7
"2792","Northwest Arctic Borough","AK","Non-metro",61
"2793","Marshall County","AL","Non-metro",45.7
"2794","Bradley County","AR","Non-metro",56.8
"2795","Dallas County","AR","Non-metro",56.5
"2796","Sevier County","AR","Non-metro",45.6
"2797","Alameda County","CA","Metro",82
"2798","Lake and Peninsula Borough","AK","Non-metro",57.5
"2799","Sitka City and Borough","AK","Non-metro",78.7
"2800","Cleburne County","AL","Non-metro",28.8
"2801","Elmore County","AL","Metro",46.4
"2802","Henry County","AL","Metro",45.4
"2803","San Benito County","CA","Metro",66.8
"2804","Gilchrist County","FL","Metro",36.5
"2805","Leon County","FL","Metro",56.6
"2806","Douglas County","GA","Metro",46.3
"2807","Lumpkin County","GA","Non-metro",34.3
"2808","Mitchell County","GA","Non-metro",47.5
"2809","Sumter County","GA","Non-metro",51.8
"2810","Clinton County","IA","Non-metro",54.6
"2811","Franklin County","IA","Non-metro",54.6
"2812","Story County","IA","Metro",63.1
"2813","Warren County","IA","Metro",59.9
"2814","Winneshiek County","IA","Non-metro",62.3
"2815","Whiteside County","IL","Non-metro",57.9
"2816","Wayne County","IN","Non-metro",49.8
"2817","Rawlins County","KS","Non-metro",43
"2818","Breathitt County","KY","Non-metro",52.7
"2819","Lewis County","KY","Non-metro",39.1
"2820","Allegany County","MD","Metro",55.5
"2821","Antrim County","MI","Non-metro",58
"2822","Muskegon County","MI","Metro",54.9
"2823","St. Clair County","MI","Metro",49.7
"2824","Olmsted County","MN","Metro",76.9
"2825","Rock County","MN","Non-metro",54
"2826","Stevens County","MN","Non-metro",58
"2827","Ralls County","MO","Non-metro",28.4
"2828","Missoula County","MT","Metro",64.6
"2829","Alleghany County","NC","Non-metro",59.7
"2830","Johnston County","NC","Metro",52.8
"2831","McDowell County","NC","Non-metro",52.7
"2832","Pitt County","NC","Metro",54.2
"2833","Wilkes County","NC","Non-metro",46.9
"2834","Pawnee County","NE","Non-metro",43.3
"2835","Eddy County","NM","Non-metro",47.1
"2836","Dutchess County","NY","Metro",70.1
"2837","Hamilton County","NY","Non-metro",83
"2838","Jackson County","OH","Non-metro",47.3
"2839","Le Flore County","OK","Metro",39
"2840","Marshall County","OK","Non-metro",44.7
"2841","Payne County","OK","Non-metro",48.9
"2842","Linn County","OR","Metro",55.5
"2843","Morrow County","OR","Non-metro",55.7
"2844","San Sebastian Municipio","PR","Metro",86.7
"2845","Bradley County","TN","Metro",41.8
"2846","Hancock County","TN","Non-metro",32.6
"2847","Stewart County","TN","Non-metro",44.3
"2848","Warren County","TN","Non-metro",41.3
"2849","Gregg County","TX","Metro",45.1
"2850","Harrison County","TX","Non-metro",41.3
"2851","Hudspeth County","TX","Metro",74.7
"2852","Montgomery County","VA","Metro",46.3
"2853","Pittsylvania County","VA","Non-metro",41.7
"2854","Wahkiakum County","WA","Non-metro",49
"2855","Juneau County","WI","Non-metro",53.5
"2856","Crook County","WY","Non-metro",30.8
"2857","Dallas County","AL","Non-metro",45.4
"2858","Siskiyou County","CA","Non-metro",53.8
"2859","Costilla County","CO","Non-metro",60.2
"2860","Delta County","CO","Non-metro",47.7
"2861","Hillsborough County","FL","Metro",62.7
"2862","Sarasota County","FL","Metro",69.7
"2863","Effingham County","GA","Metro",38.5
"2864","Emanuel County","GA","Non-metro",40.1
"2865","Lincoln County","GA","Metro",45.9
"2866","Emmet County","IA","Non-metro",52.4
"2867","Washington County","IA","Metro",56.7
"2868","Worth County","IA","Non-metro",51.9
"2869","Rock Island County","IL","Metro",58.3
"2870","Harvey County","KS","Metro",46.6
"2871","Osage County","KS","Metro",51.1
"2872","Breckinridge County","KY","Non-metro",49.1
"2873","Franklin County","KY","Non-metro",61.4
"2874","Knox County","KY","Non-metro",36.5
"2875","Webster County","KY","Non-metro",46
"2876","Cecil County","MD","Metro",58.4
"2877","Gogebic County","MI","Non-metro",63.5
"2878","Chippewa County","MN","Non-metro",53.3
"2879","Lac qui Parle County","MN","Non-metro",58.6
"2880","Callaway County","MO","Metro",47.3
"2881","Cass County","MO","Metro",51.7
"2882","Amite County","MS","Non-metro",40
"2883","Union County","MS","Non-metro",39.2
"2884","Garfield County","MT","Non-metro",19.4
"2885","Caswell County","NC","Non-metro",49.9
"2886","Forsyth County","NC","Metro",62.5
"2887","Nash County","NC","Metro",58.5
"2888","Wayne County","NC","Metro",48.7
"2889","Benson County","ND","Non-metro",51.7
"2890","Towner County","ND","Non-metro",47
"2891","Colfax County","NE","Non-metro",47.6
"2892","Sioux County","NE","Non-metro",25.1
"2893","Gloucester County","NJ","Metro",62.3
"2894","Rio Arriba County","NM","Non-metro",78.8
"2895","Warren County","NY","Metro",77.3
"2896","Putnam County","OH","Non-metro",48.6
"2897","Shelby County","OH","Non-metro",36
"2898","Haskell County","OK","Non-metro",41.3
"2899","McIntosh County","OK","Non-metro",54.2
"2900","Venango County","PA","Non-metro",45.8
"2901","Georgetown County","SC","Non-metro",54.3
"2902","Moore County","TN","Non-metro",21.8
"2903","Bell County","TX","Metro",60.9
"2904","Dickens County","TX","Non-metro",34.4
"2905","Gillespie County","TX","Non-metro",53.9
"2906","Hidalgo County","TX","Metro",73.4
"2907","Leon County","TX","Non-metro",35.9
"2908","Iron County","UT","Non-metro",45.9
"2909","Amelia County","VA","Metro",34.1
"2910","Craig County","VA","Metro",33
"2911","Northampton County","VA","Non-metro",71.1
"2912","Sussex County","VA","Metro",35.3
"2913","Danville city","VA","Non-metro",33.8
"2914","Columbia County","WA","Metro",46.1
"2915","Bayfield County","WI","Non-metro",81.8
"2916","Waupaca County","WI","Non-metro",54.4
"2917","Calhoun County","WV","Non-metro",34.6
"2918","Niobrara County","WY","Non-metro",31.5
"2919","Butler County","AL","Non-metro",39.4
"2920","Clay County","AL","Non-metro",41.7
"2921","Cullman County","AL","Non-metro",38.2
"2922","Sierra County","CA","Non-metro",NA
"2923","Lee County","FL","Metro",61.8
"2924","Clayton County","IA","Non-metro",47.8
"2925","Champaign County","IL","Metro",65.2
"2926","Marion County","IN","Metro",55.8
"2927","Jackson County","KS","Metro",64.1
"2928","Carlisle County","KY","Non-metro",41
"2929","Worcester County","MD","Metro",71.8
"2930","Newaygo County","MI","Non-metro",44.7
"2931","Faribault County","MN","Non-metro",57.4
"2932","Pine County","MN","Non-metro",49
"2933","Steele County","MN","Non-metro",60.9
"2934","Holt County","MO","Non-metro",41.9
"2935","Ripley County","MO","Non-metro",29.4
"2936","Stone County","MO","Non-metro",37.5
"2937","Washington County","MO","Non-metro",31.9
"2938","Lafayette County","MS","Non-metro",54.9
"2939","Webster County","MS","Non-metro",48
"2940","Burke County","ND","Non-metro",39.1
"2941","Cass County","ND","Metro",59.9
"2942","Dickey County","ND","Non-metro",52.6
"2943","Nelson County","ND","Non-metro",70.7
"2944","Antelope County","NE","Non-metro",37.1
"2945","Greeley County","NE","Non-metro",40.7
"2946","Hooker County","NE","Non-metro",42.4
"2947","Perkins County","NE","Non-metro",41.1
"2948","Chenango County","NY","Non-metro",61.1
"2949","Butler County","OH","Metro",56.8
"2950","Harper County","OK","Non-metro",45.1
"2951","Jackson County","OK","Non-metro",53.8
"2952","Berkeley County","SC","Metro",52
"2953","Greenwood County","SC","Non-metro",48
"2954","Brookings County","SD","Non-metro",51.9
"2955","Faulk County","SD","Non-metro",54.8
"2956","Carroll County","TN","Non-metro",48.6
"2957","Hickman County","TN","Metro",42.5
"2958","Unicoi County","TN","Metro",54.2
"2959","Childress County","TX","Non-metro",47.4
"2960","Gray County","TX","Non-metro",48.2
"2961","Hall County","TX","Non-metro",43.7
"2962","McMullen County","TX","Non-metro",46
"2963","Pecos County","TX","Non-metro",58.2
"2964","Sabine County","TX","Non-metro",37
"2965","Sevier County","UT","Non-metro",43.9
"2966","Campbell County","VA","Metro",39.9
"2967","Fluvanna County","VA","Metro",62.5
"2968","Grayson County","VA","Non-metro",40.9
"2969","New Kent County","VA","Metro",51.7
"2970","Northumberland County","VA","Non-metro",54
"2971","Southampton County","VA","Non-metro",37
"2972","Caledonia County","VT","Non-metro",36.4
"2973","Kitsap County","WA","Metro",69.9
"2974","Walker County","AL","Metro",47.2
"2975","Cleburne County","AR","Non-metro",44.4
"2976","Sharp County","AR","Non-metro",38.8
"2977","Tuolumne County","CA","Non-metro",56.3
"2978","Pasco County","FL","Metro",58.8
"2979","Appling County","GA","Non-metro",35.8
"2980","Polk County","IA","Metro",67.6
"2981","Christian County","IL","Non-metro",49.2
"2982","Knox County","IN","Non-metro",49.3
"2983","Morgan County","IN","Metro",54
"2984","Marion County","KS","Non-metro",49
"2985","Morris County","KS","Non-metro",55.8
"2986","Kenton County","KY","Metro",60.4
"2987","West Carroll Parish","LA","Non-metro",40.7
"2988","Charles County","MD","Metro",70.3
"2989","Alpena County","MI","Non-metro",55.7
"2990","Washtenaw County","MI","Metro",71
"2991","Brown County","MN","Non-metro",65.9
"2992","Lake of the Woods County","MN","Non-metro",55.3
"2993","Ravalli County","MT","Non-metro",48.7
"2994","Vance County","NC","Non-metro",57.2
"2995","Unknown County","ND","",NA
"2996","Holt County","NE","Non-metro",42.7
"2997","Sheridan County","NE","Non-metro",32.1
"2998","Atlantic County","NJ","Metro",67.1
"2999","Cape May County","NJ","Metro",73.9
"3000","Hardin County","OH","Non-metro",38.6
"3001","Holmes County","OH","Non-metro",18
"3002","Washita County","OK","Non-metro",39.2
"3003","Josephine County","OR","Metro",50
"3004","Westmoreland County","PA","Metro",57.7
"3005","Arroyo Municipio","PR","Metro",75.7
"3006","Cayey Municipio","PR","Metro",84.3
"3007","Fajardo Municipio","PR","Metro",78.6
"3008","Abbeville County","SC","Non-metro",40
"3009","Turner County","SD","Metro",53.4
"3010","Bledsoe County","TN","Non-metro",36.9
"3011","Carter County","TN","Metro",40.4
"3012","Decatur County","TN","Non-metro",38.1
"3013","Duval County","TX","Non-metro",62.4
"3014","Howard County","TX","Non-metro",37.7
"3015","Jackson County","TX","Non-metro",45.1
"3016","Throckmorton County","TX","Non-metro",41.2
"3017","Mecklenburg County","VA","Non-metro",42.2
"3018","Wise County","VA","Non-metro",47.5
"3019","Alexandria city","VA","Metro",63.2
"3020","Emporia city","VA","Non-metro",33
"3021","Door County","WI","Non-metro",78.2
"3022","Taylor County","WI","Non-metro",35.5
"3023","Hampshire County","WV","Metro",46.1
"3024","Monongalia County","WV","Metro",58.7
"3025","Nome Census Area","AK","Non-metro",70.6
"3026","Yavapai County","AZ","Metro",46.7
"3027","Fremont County","CO","Non-metro",44.2
"3028","Morgan County","CO","Non-metro",48.3
"3029","Orange County","FL","Metro",69.2
"3030","Volusia County","FL","Metro",59.5
"3031","Atkinson County","GA","Non-metro",39.6
"3032","Brantley County","GA","Metro",26
"3033","Rabun County","GA","Non-metro",46.1
"3034","Plymouth County","IA","Metro",52.5
"3035","Gem County","ID","Metro",39.9
"3036","Crawford County","IL","Non-metro",51.3
"3037","Scott County","IL","Non-metro",42.2
"3038","Monroe County","IN","Metro",58.7
"3039","Orange County","IN","Non-metro",55.5
"3040","Greenup County","KY","Metro",52.1
"3041","Taylor County","KY","Non-metro",48.1
"3042","Knox County","ME","Non-metro",84
"3043","Cottonwood County","MN","Non-metro",56.1
"3044","Kandiyohi County","MN","Non-metro",54.2
"3045","Pope County","MN","Non-metro",57.4
"3046","Beaverhead County","MT","Non-metro",54
"3047","Mountrail County","ND","Non-metro",42.1
"3048","Ramsey County","ND","Non-metro",56.5
"3049","Rolette County","ND","Non-metro",68.9
"3050","Brown County","NE","Non-metro",37.1
"3051","York County","NE","Non-metro",52.1
"3052","Pittsburg County","OK","Non-metro",45.3
"3053","Coos County","OR","Non-metro",57.2
"3054","Douglas County","OR","Non-metro",52.7
"3055","Clarion County","PA","Non-metro",43.8
"3056","Carolina Municipio","PR","Metro",81.8
"3057","Juncos Municipio","PR","Metro",77.1
"3058","Cherokee County","SC","Non-metro",34.2
"3059","Deuel County","SD","Non-metro",46.4
"3060","Yankton County","SD","Non-metro",64.4
"3061","Cocke County","TN","Non-metro",49.6
"3062","Cherokee County","TX","Non-metro",39.5
"3063","Kendall County","TX","Metro",61.9
"3064","Wichita County","TX","Metro",53.3
"3065","Hanover County","VA","Metro",58.8
"3066","Covington city","VA","Non-metro",33.9
"3067","Grand Isle County","VT","Metro",81.1
"3068","Eau Claire County","WI","Metro",61.9
"3069","Wirt County","WV","Metro",48.3
"3070","Sublette County","WY","Non-metro",37.2
"3071","Napa County","CA","Metro",77.8
"3072","Butts County","GA","Metro",33.9
"3073","Cook County","GA","Non-metro",41
"3074","Monroe County","GA","Metro",42.1
"3075","Taylor County","IA","Non-metro",46.9
"3076","Teton County","ID","Non-metro",62.1
"3077","Kankakee County","IL","Metro",52.4
"3078","Brown County","IN","Metro",50.8
"3079","Anderson County","KY","Non-metro",55.3
"3080","Livingston County","KY","Non-metro",49.4
"3081","Nicholas County","KY","Non-metro",53
"3082","Owen County","KY","Non-metro",37.7
"3083","Calcasieu Parish","LA","Metro",42.5
"3084","Caldwell Parish","LA","Non-metro",38.6
"3085","Iberia Parish","LA","Metro",47
"3086","Webster Parish","LA","Metro",43.1
"3087","Goodhue County","MN","Non-metro",66.6
"3088","McDonald County","MO","Metro",32.9
"3089","Wright County","MO","Non-metro",35.6
"3090","Hinds County","MS","Metro",57.9
"3091","Oktibbeha County","MS","Non-metro",51.2
"3092","Deer Lodge County","MT","Non-metro",58
"3093","Kearney County","NE","Non-metro",47
"3094","San Juan County","NM","Metro",74.4
"3095","Tillman County","OK","Non-metro",49.9
"3096","Centre County","PA","Metro",59.7
"3097","Clarendon County","SC","Non-metro",49
"3098","Colleton County","SC","Non-metro",48.4
"3099","Hardeman County","TN","Non-metro",46.7
"3100","Macon County","TN","Metro",32.7
"3101","Brazoria County","TX","Metro",58
"3102","Cameron County","TX","Metro",79.1
"3103","Ellis County","TX","Metro",54.1
"3104","King County","TX","Non-metro",23.2
"3105","Somervell County","TX","Metro",45.7
"3106","Tarrant County","TX","Metro",56.4
"3107","Cache County","UT","Metro",58.3
"3108","Rich County","UT","Non-metro",52.1
"3109","Giles County","VA","Metro",45.1
"3110","Greene County","VA","Metro",45.7
"3111","Winchester city","VA","Metro",42.8
"3112","Rutland County","VT","Non-metro",69.6
"3113","Okanogan County","WA","Non-metro",67.4
"3114","Upshur County","WV","Non-metro",50.2
"3115","Franklin County","AL","Non-metro",43.6
"3116","Lawrence County","AL","Metro",47.1
"3117","Newton County","AR","Non-metro",33.8
"3118","Perry County","AR","Metro",51.7
"3119","St. Francis County","AR","Non-metro",50.3
"3120","Mariposa County","CA","Non-metro",NA
"3121","Webster County","GA","Non-metro",44
"3122","Clarke County","IA","Non-metro",54.8
"3123","Dubuque County","IA","Metro",64.4
"3124","Linn County","IA","Metro",66.6
"3125","Lyon County","IA","Non-metro",41.3
"3126","Ada County","ID","Metro",64.2
"3127","Payette County","ID","Non-metro",31.8
"3128","Valley County","ID","Non-metro",62.1
"3129","Boone County","IL","Metro",61.4
"3130","Madison County","IN","Metro",52.4
"3131","Switzerland County","IN","Non-metro",31
"3132","Miami County","KS","Metro",47.5
"3133","Cumberland County","KY","Non-metro",44.6
"3134","Hancock County","KY","Metro",59.2
"3135","Nelson County","KY","Non-metro",52.3
"3136","Iberville Parish","LA","Metro",56.1
"3137","Clinton County","MI","Metro",57.4
"3138","Crawford County","MI","Non-metro",51.1
"3139","Wadena County","MN","Non-metro",49.8
"3140","Randolph County","MO","Non-metro",38.2
"3141","George County","MS","Non-metro",40.3
"3142","Washington County","MS","Non-metro",50.7
"3143","Brunswick County","NC","Metro",62.8
"3144","McHenry County","ND","Non-metro",41.6
"3145","Stark County","ND","Non-metro",36.2
"3146","Chase County","NE","Non-metro",33.6
"3147","Clay County","NE","Non-metro",41.7
"3148","Unknown County","NH","",NA
"3149","White Pine County","NV","Non-metro",53.5
"3150","Yates County","NY","Metro",53
"3151","Lorain County","OH","Metro",63.6
"3152","Okfuskee County","OK","Non-metro",46.7
"3153","Sequoyah County","OK","Metro",40.3
"3154","Wagoner County","OK","Metro",47.1
"3155","York County","PA","Metro",59.1
"3156","Cabo Rojo Municipio","PR","Metro",73.8
"3157","Ciales Municipio","PR","Metro",83.7
"3158","Hanson County","SD","Non-metro",43.3
"3159","Spink County","SD","Non-metro",52.1
"3160","Robertson County","TN","Metro",52.3
"3161","Rutherford County","TN","Metro",54.2
"3162","White County","TN","Non-metro",42.4
"3163","Garza County","TX","Non-metro",52.8
"3164","Floyd County","VA","Metro",37.9
"3165","Highland County","VA","Non-metro",60.6
"3166","Page County","VA","Non-metro",37.9
"3167","Stevens County","WA","Metro",39.2
"3168","Marquette County","WI","Non-metro",53.4
"3169","Jackson County","WV","Non-metro",52.2
"3170","McDowell County","WV","Non-metro",51.8
"3171","Goshen County","WY","Non-metro",40.2
"3172","Bethel Census Area","AK","Non-metro",67.1
"3173","Searcy County","AR","Non-metro",38.9
"3174","Kern County","CA","Metro",53.6
"3175","Conejos County","CO","Non-metro",49.4
"3176","Polk County","FL","Metro",57.2
"3177","Early County","GA","Non-metro",48.9
"3178","Oconee County","GA","Metro",57
"3179","Ware County","GA","Non-metro",38.4
"3180","Grant County","KS","Non-metro",47.5
"3181","Adair County","KY","Non-metro",39.3
"3182","Fayette County","KY","Metro",66.6
"3183","Lee County","KY","Non-metro",49.9
"3184","Trigg County","KY","Metro",47
"3185","East Feliciana Parish","LA","Metro",40.6
"3186","Terrebonne Parish","LA","Metro",45.5
